#MET,Acc(HI),Acc/Baro(LO),Baro(HI),State
72.600,512,48,500,5
72.620,512,48,500,5
72.640,513,112,500,5
72.660,512,52,501,5
72.680,512,52,501,5
72.700,512,52,501,5
72.720,513,116,501,5
72.740,512,52,501,5
72.760,512,52,501,5
72.780,512,52,501,5
72.800,512,52,501,5
72.820,512,52,501,5
72.840,512,52,501,5
72.860,512,52,501,5
72.880,512,52,501,5
72.900,513,116,501,5
72.920,513,116,501,5
72.940,513,120,502,5
72.960,512,52,501,5
72.980,513,116,501,5
73.000,512,56,502,5
73.020,512,56,502,5
73.040,513,120,502,5
73.060,512,56,502,5
73.080,512,56,502,5
73.100,512,56,502,5
73.120,512,56,502,5
73.140,512,56,502,5
73.160,512,56,502,5
73.180,512,56,502,5
73.200,512,56,502,5
73.220,512,56,502,5
73.240,513,120,502,5
73.260,512,56,502,5
73.280,512,56,502,5
73.300,512,56,502,5
73.320,512,60,503,5
73.340,512,56,502,5
73.360,512,56,502,5
73.380,512,56,502,5
73.400,512,56,502,5
73.420,512,56,502,5
73.440,513,124,503,5
73.460,512,56,502,5
73.480,512,56,502,5
73.500,512,60,503,5
73.520,512,60,503,5
73.540,512,60,503,5
73.560,512,60,503,5
73.580,513,124,503,5
73.600,512,60,503,5
73.620,512,60,503,5
73.640,513,124,503,5
73.660,512,60,503,5
73.680,512,60,503,5
73.700,512,60,503,5
73.720,513,124,503,5
73.740,513,124,503,5
73.760,512,60,503,5
73.780,512,60,503,5
73.800,513,124,503,5
73.820,512,60,503,5
73.840,512,60,503,5
73.860,512,60,503,5
73.880,512,60,503,5
73.900,512,60,503,5
73.920,512,48,504,5
73.940,512,48,504,5
73.960,512,48,504,5
73.980,512,48,504,5
74.000,512,48,504,5
74.020,512,48,504,5
74.040,512,48,504,5
74.060,512,48,504,5
74.080,512,48,504,5
74.100,512,48,504,5
74.120,512,48,504,5
74.140,512,48,504,5
74.160,512,48,504,5
74.180,512,48,504,5
74.200,512,48,504,5
74.220,512,48,504,5
74.240,512,48,504,5
74.260,512,48,504,5
74.280,512,48,504,5
74.300,512,48,504,5
74.320,512,48,504,5
74.340,512,48,504,5
74.360,512,48,504,5
74.380,512,48,504,5
74.400,512,48,504,5
74.420,512,52,505,5
74.440,512,48,504,5
74.460,512,48,504,5
74.480,512,48,504,5
74.500,512,48,504,5
74.520,512,48,504,5
74.540,512,48,504,5
74.560,512,48,504,5
74.580,512,48,504,5
74.600,512,48,504,5
74.620,512,52,505,5
74.640,512,52,505,5
74.660,512,52,505,5
74.680,512,52,505,5
74.700,512,52,505,5
74.720,512,52,505,5
74.740,513,116,505,5
74.760,512,52,505,5
74.780,512,52,505,5
74.800,513,116,505,5
74.820,513,116,505,5
74.840,512,52,505,5
74.860,513,116,505,5
74.880,512,52,505,5
74.900,513,116,505,5
74.920,512,52,505,5
74.940,512,52,505,5
74.960,512,52,505,5
74.980,512,52,505,5
75.000,512,52,505,5
75.020,512,52,505,5
75.040,513,116,505,5
75.060,512,52,505,5
75.080,512,56,506,5
75.100,512,56,506,5
75.120,512,56,506,5
75.140,512,56,506,5
75.160,512,56,506,5
75.180,512,56,506,5
75.200,512,56,506,5
75.220,512,56,506,5
75.240,512,56,506,5
75.260,512,56,506,5
75.280,512,56,506,5
75.300,512,56,506,5
75.320,513,124,507,5
75.340,512,56,506,5
75.360,512,56,506,5
75.380,512,60,507,5
75.400,512,56,506,5
75.420,512,56,506,5
75.440,512,56,506,5
75.460,512,60,507,5
75.480,512,60,507,5
75.500,513,124,507,5
75.520,512,60,507,5
75.540,512,60,507,5
75.560,512,60,507,5
75.580,513,124,507,5
75.600,512,60,507,5
75.620,512,60,507,5
75.640,513,124,507,5
75.660,512,60,507,5
75.680,513,124,507,5
75.700,512,60,507,5
75.720,512,60,507,5
75.740,513,124,507,5
75.760,512,60,507,5
75.780,512,48,508,5
75.800,512,60,507,5
75.820,512,60,507,5
75.840,512,60,507,5
75.860,512,60,507,5
75.880,512,48,508,5
75.900,512,60,507,5
75.920,512,60,507,5
75.940,512,60,507,5
75.960,512,48,508,5
75.980,512,48,508,5
76.000,511,240,508,5
76.020,512,48,508,5
76.040,512,48,508,5
76.060,512,48,508,5
76.080,512,48,508,5
76.100,512,48,508,5
76.120,512,48,508,5
76.140,512,48,508,5
76.160,512,48,508,5
76.180,512,48,508,5
76.200,513,112,508,5
76.220,512,48,508,5
76.240,512,48,508,5
76.260,512,48,508,5
76.280,512,48,508,5
76.300,512,48,508,5
76.320,512,48,508,5
76.340,512,48,508,5
76.360,512,48,508,5
76.380,512,48,508,5
76.400,512,48,508,5
76.420,512,48,508,5
76.440,512,48,508,5
76.460,512,52,509,5
76.480,512,48,508,5
76.500,512,48,508,5
76.520,512,52,509,5
76.540,512,48,508,5
76.560,512,52,509,5
76.580,512,52,509,5
76.600,512,52,509,5
76.620,512,52,509,5
76.640,512,52,509,5
76.660,511,244,509,5
76.680,512,52,509,5
76.700,512,52,509,5
76.720,512,52,509,5
76.740,512,52,509,5
76.760,513,116,509,5
76.780,513,116,509,5
76.800,513,116,509,5
76.820,513,116,509,5
76.840,512,52,509,5
76.860,512,52,509,5
76.880,513,116,509,5
76.900,512,56,510,5
76.920,512,56,510,5
76.940,512,56,510,5
76.960,512,56,510,5
76.980,512,56,510,5
77.000,512,56,510,5
77.020,512,56,510,5
77.040,512,56,510,5
77.060,512,56,510,5
77.080,512,56,510,5
77.100,512,56,510,5
77.120,512,56,510,5
77.140,513,120,510,5
77.160,512,56,510,5
77.180,512,56,510,5
77.200,513,120,510,5
77.220,513,120,510,5
77.240,513,120,510,5
77.260,513,120,510,5
77.280,512,56,510,5
77.300,513,120,510,5
77.320,513,120,510,5
77.340,512,56,510,5
77.360,512,60,511,5
77.380,512,56,510,5
77.400,512,60,511,5
77.420,512,56,510,5
77.440,512,60,511,5
77.460,512,60,511,5
77.480,512,60,511,5
77.500,512,60,511,5
77.520,512,60,511,5
77.540,512,60,511,5
77.560,512,60,511,5
77.580,512,60,511,5
77.600,512,60,511,5
77.620,512,60,511,5
77.640,512,60,511,5
77.660,512,60,511,5
77.680,512,60,511,5
77.700,512,60,511,5
77.720,512,60,511,5
77.740,512,60,511,5
77.760,512,60,511,5
77.780,512,48,512,5
77.800,512,60,511,5
77.820,512,60,511,5
77.840,512,60,511,5
77.860,512,60,511,5
77.880,513,112,512,5
77.900,512,48,512,5
77.920,512,48,512,5
77.940,512,48,512,5
77.960,512,48,512,5
77.980,512,48,512,5
78.000,512,48,512,5
78.020,512,48,512,5
78.040,512,48,512,5
78.060,512,48,512,5
78.080,512,48,512,5
78.100,512,48,512,5
78.120,512,48,512,5
78.140,512,48,512,5
78.160,512,48,512,5
78.180,512,48,512,5
78.200,512,48,512,5
78.220,512,48,512,5
78.240,512,48,512,5
78.260,512,48,512,5
78.280,512,48,512,5
78.300,512,48,512,5
78.320,512,48,512,5
78.340,512,48,512,5
78.360,512,48,512,5
78.380,512,48,512,5
78.400,512,48,512,5
78.420,513,112,512,5
78.440,513,112,512,5
78.460,513,112,512,5
78.480,512,48,512,5
78.500,512,48,512,5
78.520,512,48,512,5
78.540,512,48,512,5
78.560,512,52,513,5
78.580,512,52,513,5
78.600,512,52,513,5
78.620,512,52,513,5
78.640,512,52,513,5
78.660,512,52,513,5
78.680,512,52,513,5
78.700,512,52,513,5
78.720,512,52,513,5
78.740,512,52,513,5
78.760,512,52,513,5
78.780,512,52,513,5
78.800,512,52,513,5
78.820,512,52,513,5
78.840,512,52,513,5
78.860,512,56,514,5
78.880,512,52,513,5
78.900,512,52,513,5
78.920,512,52,513,5
78.940,512,52,513,5
78.960,512,56,514,5
78.980,512,56,514,5
79.000,513,120,514,5
79.020,512,56,514,5
79.040,512,56,514,5
79.060,512,56,514,5
79.080,512,56,514,5
79.100,513,120,514,5
79.120,512,56,514,5
79.140,512,56,514,5
79.160,512,56,514,5
79.180,512,56,514,5
79.200,512,56,514,5
79.220,512,56,514,5
79.240,512,56,514,5
79.260,512,56,514,5
79.280,512,56,514,5
79.300,512,60,515,5
79.320,512,60,515,5
79.340,512,60,515,5
79.360,512,60,515,5
79.380,512,60,515,5
79.400,511,252,515,5
79.420,512,60,515,5
79.440,512,60,515,5
79.460,512,60,515,5
79.480,512,60,515,5
79.500,512,60,515,5
79.520,512,60,515,5
79.540,512,60,515,5
79.560,512,60,515,5
79.580,513,124,515,5
79.600,512,60,515,5
79.620,512,60,515,5
79.640,512,60,515,5
79.660,512,60,515,5
79.680,512,60,515,5
79.700,512,60,515,5
79.720,513,124,515,5
79.740,512,60,515,5
79.760,512,60,515,5
79.780,512,60,515,5
79.800,512,60,515,5
79.820,512,60,515,5
79.840,512,60,515,5
79.860,512,60,515,5
79.880,512,60,515,5
79.900,512,48,516,5
79.920,512,48,516,5
79.940,512,48,516,5
79.960,512,48,516,5
79.980,512,48,516,5
80.000,512,48,516,5
80.020,512,48,516,5
80.040,512,48,516,5
80.060,512,48,516,5
80.080,512,48,516,5
80.100,512,48,516,5
80.120,512,48,516,5
80.140,512,48,516,5
80.160,513,112,516,5
80.180,513,112,516,5
80.200,513,112,516,5
80.220,513,112,516,5
80.240,512,52,517,5
80.260,512,48,516,5
80.280,512,48,516,5
80.300,512,48,516,5
80.320,513,116,517,5
80.340,512,48,516,5
80.360,512,48,516,5
80.380,513,112,516,5
80.400,512,52,517,5
80.420,512,52,517,5
80.440,513,116,517,5
80.460,512,52,517,5
80.480,512,52,517,5
80.500,512,52,517,5
80.520,512,52,517,5
80.540,512,52,517,5
80.560,512,52,517,5
80.580,512,52,517,5
80.600,512,52,517,5
80.620,513,116,517,5
80.640,513,116,517,5
80.660,513,116,517,5
80.680,512,52,517,5
80.700,513,116,517,5
80.720,513,116,517,5
80.740,513,120,518,5
80.760,512,56,518,5
80.780,513,120,518,5
80.800,513,120,518,5
80.820,513,120,518,5
80.840,513,120,518,5
80.860,513,120,518,5
80.880,512,56,518,5
80.900,512,56,518,5
80.920,512,56,518,5
80.940,512,56,518,5
80.960,512,56,518,5
80.980,512,56,518,5
81.000,512,56,518,5
81.020,512,56,518,5
81.040,512,56,518,5
81.060,512,56,518,5
81.080,512,56,518,5
81.100,512,56,518,5
81.120,512,56,518,5
81.140,512,56,518,5
81.160,512,56,518,5
81.180,512,56,518,5
81.200,512,56,518,5
81.220,512,60,519,5
81.240,512,56,518,5
81.260,512,60,519,5
81.280,512,60,519,5
81.300,512,60,519,5
81.320,512,60,519,5
81.340,512,60,519,5
81.360,512,60,519,5
81.380,512,60,519,5
81.400,512,60,519,5
81.420,512,60,519,5
81.440,512,60,519,5
81.460,512,60,519,5
81.480,512,60,519,5
81.500,512,60,519,5
81.520,512,60,519,5
81.540,512,60,519,5
81.560,512,60,519,5
81.580,512,60,519,5
81.600,512,60,519,5
81.620,512,60,519,5
81.640,512,60,519,5
81.660,512,60,519,5
81.680,512,60,519,5
81.700,512,60,519,5
81.720,512,60,519,5
81.740,512,60,519,5
81.760,512,60,519,5
81.780,512,60,519,5
81.800,512,60,519,5
81.820,512,60,519,5
81.840,512,60,519,5
81.860,511,240,520,5
81.880,512,60,519,5
81.900,512,48,520,5
81.920,512,48,520,5
81.940,512,48,520,5
81.960,512,48,520,5
81.980,512,48,520,5
82.000,512,48,520,5
82.020,512,48,520,5
82.040,512,48,520,5
82.060,512,48,520,5
82.080,512,48,520,5
82.100,512,48,520,5
82.120,512,48,520,5
82.140,512,48,520,5
82.160,512,48,520,5
82.180,512,48,520,5
82.200,512,48,520,5
82.220,512,48,520,5
82.240,512,48,520,5
82.260,512,48,520,5
82.280,512,48,520,5
82.300,512,48,520,5
82.320,512,48,520,5
82.340,512,48,520,5
82.360,512,52,521,5
82.380,512,52,521,5
82.400,512,52,521,5
82.420,512,52,521,5
82.440,512,52,521,5
82.460,512,52,521,5
82.480,512,52,521,5
82.500,512,52,521,5
82.520,512,52,521,5
82.540,512,52,521,5
82.560,512,52,521,5
82.580,512,52,521,5
82.600,512,52,521,5
82.620,512,52,521,5
82.640,512,52,521,5
82.660,512,52,521,5
82.680,512,52,521,5
82.700,512,52,521,5
82.720,512,52,521,5
82.740,512,52,521,5
82.760,512,52,521,5
82.780,512,52,521,5
82.800,512,52,521,5
82.820,513,120,522,5
82.840,512,56,522,5
82.860,512,56,522,5
82.880,512,56,522,5
82.900,512,56,522,5
82.920,512,56,522,5
82.940,512,56,522,5
82.960,513,120,522,5
82.980,512,56,522,5
83.000,512,56,522,5
83.020,512,56,522,5
83.040,512,60,523,5
83.060,512,56,522,5
83.080,512,56,522,5
83.100,512,56,522,5
83.120,512,56,522,5
83.140,512,60,523,5
83.160,512,56,522,5
83.180,512,56,522,5
83.200,512,60,523,5
83.220,512,56,522,5
83.240,512,60,523,5
83.260,512,60,523,5
83.280,512,60,523,5
83.300,512,60,523,5
83.320,512,60,523,5
83.340,512,60,523,5
83.360,512,60,523,5
83.380,512,60,523,5
83.400,512,60,523,5
83.420,513,124,523,5
83.440,512,60,523,5
83.460,512,60,523,5
83.480,512,60,523,5
83.500,513,124,523,5
83.520,512,60,523,5
83.540,512,60,523,5
83.560,512,60,523,5
83.580,512,60,523,5
83.600,512,60,523,5
83.620,512,60,523,5
83.640,513,112,524,5
83.660,512,60,523,5
83.680,512,48,524,5
83.700,512,48,524,5
83.720,512,48,524,5
83.740,512,48,524,5
83.760,512,48,524,5
83.780,512,48,524,5
83.800,512,48,524,5
83.820,512,48,524,5
83.840,512,48,524,5
83.860,512,48,524,5
83.880,512,48,524,5
83.900,513,112,524,5
83.920,512,48,524,5
83.940,513,112,524,5
83.960,512,48,524,5
83.980,512,48,524,5
84.000,512,48,524,5
84.020,512,48,524,5
84.040,512,48,524,5
84.060,512,48,524,5
84.080,512,48,524,5
84.100,512,48,524,5
84.120,512,48,524,5
84.140,512,48,524,5
84.160,512,48,524,5
84.180,512,48,524,5
84.200,512,48,524,5
84.220,512,48,524,5
84.240,512,52,525,5
84.260,512,48,524,5
84.280,512,48,524,5
84.300,512,52,525,5
84.320,512,52,525,5
84.340,512,52,525,5
84.360,512,52,525,5
84.380,512,52,525,5
84.400,512,52,525,5
84.420,512,56,526,5
84.440,512,52,525,5
84.460,512,52,525,5
84.480,512,52,525,5
84.500,512,52,525,5
84.520,512,52,525,5
84.540,512,52,525,5
84.560,512,52,525,5
84.580,512,52,525,5
84.600,512,56,526,5
84.620,513,120,526,5
84.640,512,56,526,5
84.660,512,56,526,5
84.680,512,56,526,5
84.700,512,56,526,5
84.720,512,56,526,5
84.740,513,120,526,5
84.760,512,56,526,5
84.780,512,56,526,5
84.800,512,56,526,5
84.820,512,56,526,5
84.840,512,56,526,5
84.860,512,56,526,5
84.880,512,56,526,5
84.900,512,56,526,5
84.920,512,56,526,5
84.940,512,56,526,5
84.960,512,56,526,5
84.980,512,56,526,5
85.000,512,60,527,5
85.020,513,120,526,5
85.040,512,56,526,5
85.060,512,56,526,5
85.080,512,56,526,5
85.100,512,60,527,5
85.120,512,56,526,5
85.140,512,60,527,5
85.160,512,60,527,5
85.180,512,60,527,5
85.200,512,60,527,5
85.220,512,60,527,5
85.240,513,124,527,5
85.260,513,124,527,5
85.280,513,124,527,5
85.300,513,124,527,5
85.320,512,60,527,5
85.340,512,60,527,5
85.360,512,60,527,5
85.380,512,60,527,5
85.400,512,60,527,5
85.420,512,60,527,5
85.440,512,60,527,5
85.460,512,60,527,5
85.480,512,60,527,5
85.500,512,60,527,5
85.520,512,60,527,5
85.540,512,60,527,5
85.560,512,60,527,5
85.580,512,60,527,5
85.600,512,60,527,5
85.620,512,60,527,5
85.640,512,60,527,5
85.660,512,60,527,5
85.680,512,60,527,5
85.700,512,60,527,5
85.720,512,48,528,5
85.740,512,60,527,5
85.760,512,48,528,5
85.780,512,48,528,5
85.800,512,48,528,5
85.820,512,48,528,5
85.840,512,48,528,5
85.860,512,48,528,5
85.880,512,48,528,5
85.900,512,48,528,5
85.920,512,48,528,5
85.940,512,48,528,5
85.960,512,48,528,5
85.980,512,48,528,5
86.000,512,48,528,5
86.020,512,48,528,5
86.040,512,48,528,5
86.060,512,48,528,5
86.080,512,48,528,5
86.100,512,48,528,5
86.120,512,48,528,5
86.140,512,52,529,5
86.160,512,48,528,5
86.180,512,48,528,5
86.200,512,48,528,5
86.220,512,52,529,5
86.240,512,52,529,5
86.260,513,116,529,5
86.280,512,52,529,5
86.300,511,244,529,5
86.320,512,52,529,5
86.340,512,52,529,5
86.360,512,52,529,5
86.380,512,52,529,5
86.400,512,52,529,5
86.420,512,52,529,5
86.440,512,52,529,5
86.460,512,52,529,5
86.480,512,52,529,5
86.500,512,52,529,5
86.520,512,52,529,5
86.540,513,116,529,5
86.560,512,52,529,5
86.580,512,52,529,5
86.600,512,52,529,5
86.620,512,52,529,5
86.640,512,52,529,5
86.660,512,56,530,5
86.680,512,52,529,5
86.700,512,56,530,5
86.720,512,56,530,5
86.740,512,56,530,5
86.760,512,56,530,5
86.780,512,56,530,5
86.800,512,56,530,5
86.820,512,56,530,5
86.840,512,56,530,5
86.860,513,120,530,5
86.880,512,56,530,5
86.900,512,56,530,5
86.920,512,56,530,5
86.940,513,120,530,5
86.960,513,120,530,5
86.980,512,56,530,5
87.000,513,124,531,5
87.020,512,56,530,5
87.040,513,120,530,5
87.060,512,60,531,5
87.080,512,60,531,5
87.100,512,60,531,5
87.120,512,60,531,5
87.140,512,60,531,5
87.160,513,124,531,5
87.180,513,124,531,5
87.200,512,60,531,5
87.220,512,60,531,5
87.240,512,60,531,5
87.260,512,60,531,5
87.280,512,60,531,5
87.300,512,60,531,5
87.320,512,60,531,5
87.340,512,60,531,5
87.360,512,60,531,5
87.380,512,60,531,5
87.400,512,60,531,5
87.420,512,60,531,5
87.440,512,60,531,5
87.460,512,60,531,5
87.480,512,60,531,5
87.500,512,60,531,5
87.520,512,60,531,5
87.540,512,60,531,5
87.560,512,60,531,5
87.580,512,60,531,5
87.600,512,60,531,5
87.620,512,60,531,5
87.640,512,48,532,5
87.660,512,48,532,5
87.680,512,48,532,5
87.700,512,48,532,5
87.720,512,48,532,5
87.740,512,48,532,5
87.760,512,48,532,5
87.780,512,48,532,5
87.800,512,48,532,5
87.820,511,240,532,5
87.840,512,48,532,5
87.860,512,48,532,5
87.880,512,48,532,5
87.900,512,48,532,5
87.920,512,48,532,5
87.940,512,48,532,5
87.960,512,48,532,5
87.980,512,48,532,5
88.000,512,48,532,5
88.020,512,48,532,5
88.040,512,48,532,5
88.060,513,116,533,5
88.080,512,52,533,5
88.100,512,52,533,5
88.120,512,52,533,5
88.140,512,52,533,5
88.160,512,52,533,5
88.180,512,52,533,5
88.200,512,52,533,5
88.220,512,52,533,5
88.240,511,244,533,5
88.260,512,56,534,5
88.280,512,52,533,5
88.300,512,52,533,5
88.320,512,52,533,5
88.340,512,52,533,5
88.360,511,244,533,5
88.380,512,56,534,5
88.400,511,244,533,5
88.420,512,52,533,5
88.440,512,56,534,5
88.460,512,56,534,5
88.480,511,248,534,5
88.500,511,248,534,5
88.520,511,248,534,5
88.540,511,248,534,5
88.560,511,248,534,5
88.580,511,248,534,5
88.600,511,248,534,5
88.620,512,56,534,5
88.640,512,56,534,5
88.660,512,56,534,5
88.680,512,56,534,5
88.700,511,248,534,5
88.720,512,56,534,5
88.740,512,56,534,5
88.760,511,248,534,5
88.780,511,248,534,5
88.800,512,56,534,5
88.820,513,120,534,5
88.840,513,120,534,5
88.860,512,56,534,5
88.880,512,56,534,5
88.900,513,124,535,5
88.920,513,120,534,5
88.940,512,60,535,5
88.960,512,60,535,5
88.980,512,60,535,5
89.000,513,124,535,5
89.020,513,124,535,5
89.040,513,124,535,5
89.060,512,60,535,5
89.080,513,124,535,5
89.100,512,60,535,5
89.120,513,124,535,5
89.140,513,124,535,5
89.160,513,124,535,5
89.180,512,60,535,5
89.200,512,60,535,5
89.220,512,60,535,5
89.240,513,124,535,5
89.260,513,124,535,5
89.280,512,60,535,5
89.300,512,48,536,5
89.320,512,60,535,5
89.340,512,60,535,5
89.360,512,48,536,5
89.380,511,240,536,5
89.400,511,240,536,5
89.420,511,240,536,5
89.440,511,240,536,5
89.460,512,48,536,5
89.480,512,48,536,5
89.500,512,48,536,5
89.520,512,48,536,5
89.540,512,48,536,5
89.560,512,48,536,5
89.580,512,48,536,5
89.600,513,112,536,5
89.620,513,112,536,5
89.640,512,48,536,5
89.660,513,112,536,5
89.680,513,112,536,5
89.700,513,112,536,5
89.720,512,48,536,5
89.740,513,112,536,5
89.760,513,112,536,5
89.780,513,112,536,5
89.800,513,112,536,5
89.820,512,48,536,5
89.840,512,48,536,5
89.860,513,112,536,5
89.880,513,112,536,5
89.900,512,48,536,5
89.920,512,48,536,5
89.940,513,112,536,5
89.960,513,116,537,5
89.980,513,116,537,5
90.000,513,116,537,5
90.020,512,52,537,5
90.040,512,52,537,5
90.060,512,52,537,5
90.080,513,116,537,5
90.100,513,116,537,5
90.120,512,52,537,5
90.140,512,52,537,5
90.160,513,116,537,5
90.180,513,116,537,5
90.200,513,116,537,5
90.220,512,52,537,5
90.240,513,116,537,5
90.260,513,116,537,5
90.280,512,52,537,5
90.300,513,116,537,5
90.320,513,116,537,5
90.340,513,116,537,5
90.360,513,116,537,5
90.380,513,116,537,5
90.400,512,52,537,5
90.420,513,116,537,5
90.440,512,52,537,5
90.460,513,120,538,5
90.480,513,120,538,5
90.500,513,120,538,5
90.520,512,56,538,5
90.540,512,56,538,5
90.560,513,120,538,5
90.580,513,120,538,5
90.600,512,56,538,5
90.620,513,120,538,5
90.640,512,56,538,5
90.660,512,56,538,5
90.680,513,120,538,5
90.700,513,120,538,5
90.720,512,56,538,5
90.740,513,120,538,5
90.760,512,56,538,5
90.780,512,56,538,5
90.800,512,60,539,5
90.820,513,124,539,5
90.840,512,60,539,5
90.860,512,60,539,5
90.880,512,60,539,5
90.900,512,60,539,5
90.920,512,60,539,5
90.940,512,60,539,5
90.960,513,124,539,5
90.980,513,124,539,5
91.000,512,60,539,5
91.020,513,124,539,5
91.040,513,124,539,5
91.060,513,124,539,5
91.080,513,124,539,5
91.100,513,124,539,5
91.120,513,124,539,5
91.140,513,124,539,5
91.160,513,124,539,5
91.180,512,60,539,5
91.200,512,60,539,5
91.220,512,48,540,5
91.240,513,112,540,5
91.260,513,112,540,5
91.280,513,112,540,5
91.300,512,48,540,5
91.320,512,48,540,5
91.340,512,48,540,5
91.360,513,112,540,5
91.380,513,112,540,5
91.400,512,48,540,5
91.420,512,48,540,5
91.440,513,112,540,5
91.460,513,112,540,5
91.480,512,48,540,5
91.500,512,48,540,5
91.520,512,48,540,5
91.540,512,48,540,5
91.560,512,48,540,5
91.580,513,112,540,5
91.600,512,48,540,5
91.620,512,48,540,5
91.640,512,48,540,5
91.660,512,48,540,5
91.680,512,48,540,5
91.700,513,112,540,5
91.720,512,48,540,5
91.740,513,112,540,5
91.760,512,48,540,5
91.780,512,48,540,5
91.800,512,48,540,5
91.820,513,116,541,5
91.840,512,48,540,5
91.860,512,52,541,5
91.880,512,52,541,5
91.900,512,52,541,5
91.920,513,116,541,5
91.940,512,52,541,5
91.960,513,116,541,5
91.980,513,116,541,5
92.000,512,52,541,5
92.020,512,52,541,5
92.040,512,52,541,5
92.060,512,52,541,5
92.080,512,52,541,5
92.100,512,52,541,5
92.120,512,56,542,5
92.140,512,56,542,5
92.160,512,52,541,5
92.180,512,56,542,5
92.200,512,56,542,5
92.220,512,56,542,5
92.240,512,56,542,5
92.260,512,56,542,5
92.280,512,56,542,5
92.300,512,56,542,5
92.320,512,56,542,5
92.340,512,56,542,5
92.360,512,56,542,5
92.380,512,56,542,5
92.400,512,56,542,5
92.420,512,56,542,5
92.440,512,56,542,5
92.460,512,56,542,5
92.480,512,56,542,5
92.500,512,56,542,5
92.520,512,56,542,5
92.540,512,56,542,5
92.560,512,56,542,5
92.580,512,56,542,5
92.600,512,56,542,5
92.620,512,56,542,5
92.640,512,56,542,5
92.660,512,56,542,5
92.680,512,56,542,5
92.700,513,124,543,5
92.720,512,60,543,5
92.740,512,60,543,5
92.760,512,60,543,5
92.780,512,60,543,5
92.800,512,60,543,5
92.820,512,60,543,5
92.840,512,60,543,5
92.860,512,60,543,5
92.880,512,60,543,5
92.900,512,60,543,5
92.920,512,60,543,5
92.940,512,60,543,5
92.960,512,60,543,5
92.980,512,60,543,5
93.000,513,124,543,5
93.020,512,60,543,5
93.040,512,60,543,5
93.060,512,60,543,5
93.080,512,60,543,5
93.100,512,60,543,5
93.120,512,60,543,5
93.140,512,60,543,5
93.160,512,60,543,5
93.180,512,60,543,5
93.200,512,60,543,5
93.220,512,60,543,5
93.240,512,60,543,5
93.260,512,60,543,5
93.280,512,60,543,5
93.300,512,60,543,5
93.320,512,48,544,5
93.340,512,48,544,5
93.360,512,48,544,5
93.380,512,48,544,5
93.400,512,48,544,5
93.420,512,48,544,5
93.440,512,48,544,5
93.460,512,48,544,5
93.480,512,48,544,5
93.500,512,48,544,5
93.520,512,48,544,5
93.540,512,48,544,5
93.560,512,48,544,5
93.580,512,48,544,5
93.600,512,48,544,5
93.620,512,48,544,5
93.640,512,48,544,5
93.660,512,48,544,5
93.680,511,240,544,5
93.700,512,48,544,5
93.720,512,52,545,5
93.740,512,48,544,5
93.760,511,240,544,5
93.780,511,244,545,5
93.800,512,52,545,5
93.820,512,52,545,5
93.840,512,52,545,5
93.860,512,52,545,5
93.880,512,52,545,5
93.900,512,52,545,5
93.920,512,52,545,5
93.940,512,52,545,5
93.960,512,52,545,5
93.980,512,52,545,5
94.000,512,52,545,5
94.020,512,52,545,5
94.040,512,52,545,5
94.060,512,52,545,5
94.080,512,52,545,5
94.100,512,52,545,5
94.120,512,52,545,5
94.140,512,52,545,5
94.160,512,52,545,5
94.180,512,52,545,5
94.200,512,52,545,5
94.220,512,56,546,5
94.240,512,56,546,5
94.260,512,52,545,5
94.280,512,56,546,5
94.300,512,52,545,5
94.320,513,116,545,5
94.340,512,56,546,5
94.360,512,56,546,5
94.380,512,56,546,5
94.400,512,56,546,5
94.420,512,56,546,5
94.440,512,56,546,5
94.460,512,56,546,5
94.480,512,56,546,5
94.500,512,56,546,5
94.520,512,56,546,5
94.540,512,56,546,5
94.560,512,56,546,5
94.580,512,56,546,5
94.600,512,56,546,5
94.620,513,124,547,5
94.640,512,56,546,5
94.660,512,56,546,5
94.680,512,60,547,5
94.700,512,60,547,5
94.720,512,60,547,5
94.740,512,60,547,5
94.760,512,60,547,5
94.780,512,60,547,5
94.800,512,60,547,5
94.820,512,60,547,5
94.840,512,60,547,5
94.860,513,124,547,5
94.880,512,60,547,5
94.900,512,60,547,5
94.920,512,60,547,5
94.940,512,60,547,5
94.960,512,60,547,5
94.980,512,60,547,5
95.000,512,60,547,5
95.020,512,60,547,5
95.040,512,60,547,5
95.060,512,60,547,5
95.080,512,60,547,5
95.100,512,60,547,5
95.120,512,48,548,5
95.140,512,60,547,5
95.160,512,60,547,5
95.180,512,60,547,5
95.200,512,48,548,5
95.220,512,60,547,5
95.240,512,48,548,5
95.260,512,48,548,5
95.280,512,48,548,5
95.300,512,48,548,5
95.320,512,48,548,5
95.340,512,48,548,5
95.360,512,48,548,5
95.380,512,48,548,5
95.400,512,48,548,5
95.420,513,112,548,5
95.440,513,112,548,5
95.460,512,52,549,5
95.480,512,48,548,5
95.500,512,48,548,5
95.520,512,48,548,5
95.540,512,48,548,5
95.560,512,48,548,5
95.580,511,244,549,5
95.600,511,240,548,5
95.620,512,48,548,5
95.640,512,48,548,5
95.660,511,244,549,5
95.680,512,52,549,5
95.700,512,52,549,5
95.720,512,52,549,5
95.740,512,52,549,5
95.760,512,52,549,5
95.780,511,244,549,5
95.800,512,52,549,5
95.820,512,52,549,5
95.840,512,52,549,5
95.860,512,52,549,5
